grantee,table_schema,table_name,privilege_type,is_grantable
anon,public,bookings,REFERENCES,NO
anon,public,bookings,SELECT,NO
anon,public,bookings,TRIGGER,NO
anon,public,bookings,TRUNCATE,NO
anon,public,bookings,UPDATE,NO
authenticated,public,bookings,DELETE,NO
authenticated,public,bookings,INSERT,NO
authenticated,public,bookings,REFERENCES,NO
authenticated,public,bookings,SELECT,NO
authenticated,public,bookings,TRIGGER,NO
authenticated,public,bookings,TRUNCATE,NO
authenticated,public,bookings,UPDATE,NO
postgres,public,bookings,DELETE,YES
postgres,public,bookings,INSERT,YES
postgres,public,bookings,REFERENCES,YES
postgres,public,bookings,SELECT,YES
postgres,public,bookings,TRIGGER,YES
postgres,public,bookings,TRUNCATE,YES
postgres,public,bookings,UPDATE,YES
service_role,public,bookings,DELETE,NO
service_role,public,bookings,INSERT,NO
service_role,public,bookings,REFERENCES,NO
service_role,public,bookings,SELECT,NO
service_role,public,bookings,TRIGGER,NO
service_role,public,bookings,TRUNCATE,NO
service_role,public,bookings,UPDATE,NO
anon,public,certificates,DELETE,NO
anon,public,certificates,INSERT,NO
anon,public,certificates,REFERENCES,NO
anon,public,certificates,SELECT,NO
anon,public,certificates,TRIGGER,NO
anon,public,certificates,TRUNCATE,NO
anon,public,certificates,UPDATE,NO
authenticated,public,certificates,DELETE,NO
authenticated,public,certificates,INSERT,NO
authenticated,public,certificates,REFERENCES,NO
authenticated,public,certificates,SELECT,NO
authenticated,public,certificates,TRIGGER,NO
authenticated,public,certificates,TRUNCATE,NO
authenticated,public,certificates,UPDATE,NO
postgres,public,certificates,DELETE,YES
postgres,public,certificates,INSERT,YES
postgres,public,certificates,REFERENCES,YES
postgres,public,certificates,SELECT,YES
postgres,public,certificates,TRIGGER,YES
postgres,public,certificates,TRUNCATE,YES
postgres,public,certificates,UPDATE,YES
service_role,public,certificates,DELETE,NO
service_role,public,certificates,INSERT,NO
service_role,public,certificates,REFERENCES,NO
service_role,public,certificates,SELECT,NO
service_role,public,certificates,TRIGGER,NO
service_role,public,certificates,TRUNCATE,NO
service_role,public,certificates,UPDATE,NO
anon,public,coupons,DELETE,NO
anon,public,coupons,INSERT,NO
anon,public,coupons,REFERENCES,NO
anon,public,coupons,SELECT,NO
anon,public,coupons,TRIGGER,NO
anon,public,coupons,TRUNCATE,NO
anon,public,coupons,UPDATE,NO
authenticated,public,coupons,DELETE,NO
authenticated,public,coupons,INSERT,NO
authenticated,public,coupons,REFERENCES,NO
authenticated,public,coupons,SELECT,NO
authenticated,public,coupons,TRIGGER,NO
authenticated,public,coupons,TRUNCATE,NO
authenticated,public,coupons,UPDATE,NO
postgres,public,coupons,DELETE,YES
postgres,public,coupons,INSERT,YES
postgres,public,coupons,REFERENCES,YES
postgres,public,coupons,SELECT,YES
postgres,public,coupons,TRIGGER,YES
postgres,public,coupons,TRUNCATE,YES
postgres,public,coupons,UPDATE,YES
service_role,public,coupons,DELETE,NO
service_role,public,coupons,INSERT,NO
service_role,public,coupons,REFERENCES,NO
service_role,public,coupons,SELECT,NO
service_role,public,coupons,TRIGGER,NO
service_role,public,coupons,TRUNCATE,NO
service_role,public,coupons,UPDATE,NO
anon,public,course_enrollments,DELETE,NO
anon,public,course_enrollments,INSERT,NO
anon,public,course_enrollments,REFERENCES,NO
anon,public,course_enrollments,SELECT,NO
anon,public,course_enrollments,TRIGGER,NO
anon,public,course_enrollments,TRUNCATE,NO
anon,public,course_enrollments,UPDATE,NO
authenticated,public,course_enrollments,DELETE,NO
authenticated,public,course_enrollments,INSERT,NO
authenticated,public,course_enrollments,REFERENCES,NO
authenticated,public,course_enrollments,SELECT,NO
authenticated,public,course_enrollments,TRIGGER,NO
authenticated,public,course_enrollments,TRUNCATE,NO
authenticated,public,course_enrollments,UPDATE,NO
postgres,public,course_enrollments,DELETE,YES
postgres,public,course_enrollments,INSERT,YES
postgres,public,course_enrollments,REFERENCES,YES
postgres,public,course_enrollments,SELECT,YES
postgres,public,course_enrollments,TRIGGER,YES
postgres,public,course_enrollments,TRUNCATE,YES
postgres,public,course_enrollments,UPDATE,YES
service_role,public,course_enrollments,DELETE,NO
service_role,public,course_enrollments,INSERT,NO
service_role,public,course_enrollments,REFERENCES,NO
service_role,public,course_enrollments,SELECT,NO
service_role,public,course_enrollments,TRIGGER,NO
service_role,public,course_enrollments,TRUNCATE,NO
service_role,public,course_enrollments,UPDATE,NO
anon,public,course_modules,DELETE,NO
anon,public,course_modules,INSERT,NO
anon,public,course_modules,REFERENCES,NO
anon,public,course_modules,SELECT,NO
anon,public,course_modules,TRIGGER,NO
anon,public,course_modules,TRUNCATE,NO
anon,public,course_modules,UPDATE,NO
authenticated,public,course_modules,DELETE,NO
authenticated,public,course_modules,INSERT,NO
authenticated,public,course_modules,REFERENCES,NO
authenticated,public,course_modules,SELECT,NO
authenticated,public,course_modules,TRIGGER,NO
authenticated,public,course_modules,TRUNCATE,NO
authenticated,public,course_modules,UPDATE,NO
postgres,public,course_modules,DELETE,YES
postgres,public,course_modules,INSERT,YES
postgres,public,course_modules,REFERENCES,YES
postgres,public,course_modules,SELECT,YES
postgres,public,course_modules,TRIGGER,YES
postgres,public,course_modules,TRUNCATE,YES
postgres,public,course_modules,UPDATE,YES
service_role,public,course_modules,DELETE,NO
service_role,public,course_modules,INSERT,NO
service_role,public,course_modules,REFERENCES,NO
service_role,public,course_modules,SELECT,NO
service_role,public,course_modules,TRIGGER,NO
service_role,public,course_modules,TRUNCATE,NO
service_role,public,course_modules,UPDATE,NO
anon,public,course_quizzes,DELETE,NO
anon,public,course_quizzes,INSERT,NO
anon,public,course_quizzes,REFERENCES,NO
anon,public,course_quizzes,SELECT,NO
anon,public,course_quizzes,TRIGGER,NO
anon,public,course_quizzes,TRUNCATE,NO
anon,public,course_quizzes,UPDATE,NO
authenticated,public,course_quizzes,DELETE,NO
authenticated,public,course_quizzes,INSERT,NO
authenticated,public,course_quizzes,REFERENCES,NO
authenticated,public,course_quizzes,SELECT,NO
authenticated,public,course_quizzes,TRIGGER,NO
authenticated,public,course_quizzes,TRUNCATE,NO
authenticated,public,course_quizzes,UPDATE,NO
postgres,public,course_quizzes,DELETE,YES
postgres,public,course_quizzes,INSERT,YES
postgres,public,course_quizzes,REFERENCES,YES
postgres,public,course_quizzes,SELECT,YES
postgres,public,course_quizzes,TRIGGER,YES
postgres,public,course_quizzes,TRUNCATE,YES
postgres,public,course_quizzes,UPDATE,YES
service_role,public,course_quizzes,DELETE,NO
service_role,public,course_quizzes,INSERT,NO
service_role,public,course_quizzes,REFERENCES,NO
service_role,public,course_quizzes,SELECT,NO
service_role,public,course_quizzes,TRIGGER,NO
service_role,public,course_quizzes,TRUNCATE,NO
service_role,public,course_quizzes,UPDATE,NO
anon,public,courses,DELETE,NO
anon,public,courses,INSERT,NO
anon,public,courses,REFERENCES,NO
anon,public,courses,SELECT,NO
anon,public,courses,TRIGGER,NO
anon,public,courses,TRUNCATE,NO
anon,public,courses,UPDATE,NO
authenticated,public,courses,DELETE,NO
authenticated,public,courses,INSERT,NO
authenticated,public,courses,REFERENCES,NO
authenticated,public,courses,SELECT,NO
authenticated,public,courses,TRIGGER,NO
authenticated,public,courses,TRUNCATE,NO
authenticated,public,courses,UPDATE,NO
postgres,public,courses,DELETE,YES
postgres,public,courses,INSERT,YES
postgres,public,courses,REFERENCES,YES
postgres,public,courses,SELECT,YES
postgres,public,courses,TRIGGER,YES
postgres,public,courses,TRUNCATE,YES
postgres,public,courses,UPDATE,YES
service_role,public,courses,DELETE,NO
service_role,public,courses,INSERT,NO
service_role,public,courses,REFERENCES,NO
service_role,public,courses,SELECT,NO
service_role,public,courses,TRIGGER,NO
service_role,public,courses,TRUNCATE,NO
service_role,public,courses,UPDATE,NO
anon,public,lesson_media,DELETE,NO
anon,public,lesson_media,INSERT,NO
anon,public,lesson_media,REFERENCES,NO
anon,public,lesson_media,SELECT,NO
anon,public,lesson_media,TRIGGER,NO
anon,public,lesson_media,TRUNCATE,NO
anon,public,lesson_media,UPDATE,NO
authenticated,public,lesson_media,DELETE,NO
authenticated,public,lesson_media,INSERT,NO
authenticated,public,lesson_media,REFERENCES,NO
authenticated,public,lesson_media,SELECT,NO
authenticated,public,lesson_media,TRIGGER,NO
authenticated,public,lesson_media,TRUNCATE,NO
authenticated,public,lesson_media,UPDATE,NO
postgres,public,lesson_media,DELETE,YES
postgres,public,lesson_media,INSERT,YES
postgres,public,lesson_media,REFERENCES,YES
postgres,public,lesson_media,SELECT,YES
postgres,public,lesson_media,TRIGGER,YES
postgres,public,lesson_media,TRUNCATE,YES
postgres,public,lesson_media,UPDATE,YES
service_role,public,lesson_media,DELETE,NO
service_role,public,lesson_media,INSERT,NO
service_role,public,lesson_media,REFERENCES,NO
service_role,public,lesson_media,SELECT,NO
service_role,public,lesson_media,TRIGGER,NO
service_role,public,lesson_media,TRUNCATE,NO
service_role,public,lesson_media,UPDATE,NO
anon,public,lessons,DELETE,NO
anon,public,lessons,INSERT,NO
anon,public,lessons,REFERENCES,NO
anon,public,lessons,SELECT,NO
anon,public,lessons,TRIGGER,NO
anon,public,lessons,TRUNCATE,NO
anon,public,lessons,UPDATE,NO
authenticated,public,lessons,DELETE,NO
authenticated,public,lessons,INSERT,NO
authenticated,public,lessons,REFERENCES,NO
authenticated,public,lessons,SELECT,NO
authenticated,public,lessons,TRIGGER,NO
authenticated,public,lessons,TRUNCATE,NO
authenticated,public,lessons,UPDATE,NO
postgres,public,lessons,DELETE,YES
postgres,public,lessons,INSERT,YES
postgres,public,lessons,REFERENCES,YES
postgres,public,lessons,SELECT,YES
postgres,public,lessons,TRIGGER,YES
postgres,public,lessons,TRUNCATE,YES
postgres,public,lessons,UPDATE,YES
service_role,public,lessons,DELETE,NO
service_role,public,lessons,INSERT,NO
service_role,public,lessons,REFERENCES,NO
service_role,public,lessons,SELECT,NO
service_role,public,lessons,TRIGGER,NO
service_role,public,lessons,TRUNCATE,NO
service_role,public,lessons,UPDATE,NO
anon,public,messages,DELETE,NO
anon,public,messages,INSERT,NO
anon,public,messages,REFERENCES,NO
anon,public,messages,SELECT,NO
anon,public,messages,TRIGGER,NO
anon,public,messages,TRUNCATE,NO
anon,public,messages,UPDATE,NO
authenticated,public,messages,DELETE,NO
authenticated,public,messages,INSERT,NO
authenticated,public,messages,REFERENCES,NO
authenticated,public,messages,SELECT,NO
authenticated,public,messages,TRIGGER,NO
authenticated,public,messages,TRUNCATE,NO
authenticated,public,messages,UPDATE,NO
postgres,public,messages,DELETE,YES
postgres,public,messages,INSERT,YES
postgres,public,messages,REFERENCES,YES
postgres,public,messages,SELECT,YES
postgres,public,messages,TRIGGER,YES
postgres,public,messages,TRUNCATE,YES
postgres,public,messages,UPDATE,YES
service_role,public,messages,DELETE,NO
service_role,public,messages,INSERT,NO
service_role,public,messages,REFERENCES,NO
service_role,public,messages,SELECT,NO
service_role,public,messages,TRIGGER,NO
service_role,public,messages,TRUNCATE,NO
service_role,public,messages,UPDATE,NO
anon,public,modules,DELETE,NO
anon,public,modules,INSERT,NO
anon,public,modules,REFERENCES,NO
anon,public,modules,SELECT,NO
anon,public,modules,TRIGGER,NO
anon,public,modules,TRUNCATE,NO
anon,public,modules,UPDATE,NO
authenticated,public,modules,DELETE,NO
authenticated,public,modules,INSERT,NO
authenticated,public,modules,REFERENCES,NO
authenticated,public,modules,SELECT,NO
authenticated,public,modules,TRIGGER,NO
authenticated,public,modules,TRUNCATE,NO
authenticated,public,modules,UPDATE,NO
postgres,public,modules,DELETE,YES
postgres,public,modules,INSERT,YES
postgres,public,modules,REFERENCES,YES
postgres,public,modules,SELECT,YES
postgres,public,modules,TRIGGER,YES
postgres,public,modules,TRUNCATE,YES
postgres,public,modules,UPDATE,YES
service_role,public,modules,DELETE,NO
service_role,public,modules,INSERT,NO
service_role,public,modules,REFERENCES,NO
service_role,public,modules,SELECT,NO
service_role,public,modules,TRIGGER,NO
service_role,public,modules,TRUNCATE,NO
service_role,public,modules,UPDATE,NO
anon,public,notifications,DELETE,NO
anon,public,notifications,INSERT,NO
anon,public,notifications,REFERENCES,NO
anon,public,notifications,SELECT,NO
anon,public,notifications,TRIGGER,NO
anon,public,notifications,TRUNCATE,NO
anon,public,notifications,UPDATE,NO
authenticated,public,notifications,DELETE,NO
authenticated,public,notifications,INSERT,NO
authenticated,public,notifications,REFERENCES,NO
authenticated,public,notifications,SELECT,NO
authenticated,public,notifications,TRIGGER,NO
authenticated,public,notifications,TRUNCATE,NO
authenticated,public,notifications,UPDATE,NO
postgres,public,notifications,DELETE,YES
postgres,public,notifications,INSERT,YES
postgres,public,notifications,REFERENCES,YES
postgres,public,notifications,SELECT,YES
postgres,public,notifications,TRIGGER,YES
postgres,public,notifications,TRUNCATE,YES
postgres,public,notifications,UPDATE,YES
service_role,public,notifications,DELETE,NO
service_role,public,notifications,INSERT,NO
service_role,public,notifications,REFERENCES,NO
service_role,public,notifications,SELECT,NO
service_role,public,notifications,TRIGGER,NO
service_role,public,notifications,TRUNCATE,NO
service_role,public,notifications,UPDATE,NO
anon,public,profiles,DELETE,NO
anon,public,profiles,INSERT,NO
anon,public,profiles,REFERENCES,NO
anon,public,profiles,SELECT,NO
anon,public,profiles,TRIGGER,NO
anon,public,profiles,TRUNCATE,NO
anon,public,profiles,UPDATE,NO
authenticated,public,profiles,DELETE,NO
authenticated,public,profiles,INSERT,NO
authenticated,public,profiles,REFERENCES,NO
authenticated,public,profiles,SELECT,NO
authenticated,public,profiles,TRIGGER,NO
authenticated,public,profiles,TRUNCATE,NO
authenticated,public,profiles,UPDATE,NO
postgres,public,profiles,DELETE,YES
postgres,public,profiles,INSERT,YES
postgres,public,profiles,REFERENCES,YES
postgres,public,profiles,SELECT,YES
postgres,public,profiles,TRIGGER,YES
postgres,public,profiles,TRUNCATE,YES
postgres,public,profiles,UPDATE,YES
service_role,public,profiles,DELETE,NO
service_role,public,profiles,INSERT,NO
service_role,public,profiles,REFERENCES,NO
service_role,public,profiles,SELECT,NO
service_role,public,profiles,TRIGGER,NO
service_role,public,profiles,TRUNCATE,NO
service_role,public,profiles,UPDATE,NO
anon,public,public_teacher_info,DELETE,NO
anon,public,public_teacher_info,INSERT,NO
anon,public,public_teacher_info,REFERENCES,NO
anon,public,public_teacher_info,SELECT,NO
anon,public,public_teacher_info,TRIGGER,NO
anon,public,public_teacher_info,TRUNCATE,NO
anon,public,public_teacher_info,UPDATE,NO
authenticated,public,public_teacher_info,DELETE,NO
authenticated,public,public_teacher_info,INSERT,NO
authenticated,public,public_teacher_info,REFERENCES,NO
authenticated,public,public_teacher_info,SELECT,NO
authenticated,public,public_teacher_info,TRIGGER,NO
authenticated,public,public_teacher_info,TRUNCATE,NO
authenticated,public,public_teacher_info,UPDATE,NO
postgres,public,public_teacher_info,DELETE,YES
postgres,public,public_teacher_info,INSERT,YES
postgres,public,public_teacher_info,REFERENCES,YES
postgres,public,public_teacher_info,SELECT,YES
postgres,public,public_teacher_info,TRIGGER,YES
postgres,public,public_teacher_info,TRUNCATE,YES
postgres,public,public_teacher_info,UPDATE,YES
service_role,public,public_teacher_info,DELETE,NO
service_role,public,public_teacher_info,INSERT,NO
service_role,public,public_teacher_info,REFERENCES,NO
service_role,public,public_teacher_info,SELECT,NO
service_role,public,public_teacher_info,TRIGGER,NO
service_role,public,public_teacher_info,TRUNCATE,NO
service_role,public,public_teacher_info,UPDATE,NO
anon,public,quiz_attempts,DELETE,NO
anon,public,quiz_attempts,INSERT,NO
anon,public,quiz_attempts,REFERENCES,NO
anon,public,quiz_attempts,SELECT,NO
anon,public,quiz_attempts,TRIGGER,NO
anon,public,quiz_attempts,TRUNCATE,NO
anon,public,quiz_attempts,UPDATE,NO
authenticated,public,quiz_attempts,DELETE,NO
authenticated,public,quiz_attempts,INSERT,NO
authenticated,public,quiz_attempts,REFERENCES,NO
authenticated,public,quiz_attempts,SELECT,NO
authenticated,public,quiz_attempts,TRIGGER,NO
authenticated,public,quiz_attempts,TRUNCATE,NO
authenticated,public,quiz_attempts,UPDATE,NO
postgres,public,quiz_attempts,DELETE,YES
postgres,public,quiz_attempts,INSERT,YES
postgres,public,quiz_attempts,REFERENCES,YES
postgres,public,quiz_attempts,SELECT,YES
postgres,public,quiz_attempts,TRIGGER,YES
postgres,public,quiz_attempts,TRUNCATE,YES
postgres,public,quiz_attempts,UPDATE,YES
service_role,public,quiz_attempts,DELETE,NO
service_role,public,quiz_attempts,INSERT,NO
service_role,public,quiz_attempts,REFERENCES,NO
service_role,public,quiz_attempts,SELECT,NO
service_role,public,quiz_attempts,TRIGGER,NO
service_role,public,quiz_attempts,TRUNCATE,NO
service_role,public,quiz_attempts,UPDATE,NO
anon,public,quiz_questions,DELETE,NO
anon,public,quiz_questions,INSERT,NO
anon,public,quiz_questions,REFERENCES,NO
anon,public,quiz_questions,SELECT,NO
anon,public,quiz_questions,TRIGGER,NO
anon,public,quiz_questions,TRUNCATE,NO
anon,public,quiz_questions,UPDATE,NO
authenticated,public,quiz_questions,DELETE,NO
authenticated,public,quiz_questions,INSERT,NO
authenticated,public,quiz_questions,REFERENCES,NO
authenticated,public,quiz_questions,SELECT,NO
authenticated,public,quiz_questions,TRIGGER,NO
authenticated,public,quiz_questions,TRUNCATE,NO
authenticated,public,quiz_questions,UPDATE,NO
postgres,public,quiz_questions,DELETE,YES
postgres,public,quiz_questions,INSERT,YES
postgres,public,quiz_questions,REFERENCES,YES
postgres,public,quiz_questions,SELECT,YES
postgres,public,quiz_questions,TRIGGER,YES
postgres,public,quiz_questions,TRUNCATE,YES
postgres,public,quiz_questions,UPDATE,YES
service_role,public,quiz_questions,DELETE,NO
service_role,public,quiz_questions,INSERT,NO
service_role,public,quiz_questions,REFERENCES,NO
service_role,public,quiz_questions,SELECT,NO
service_role,public,quiz_questions,TRIGGER,NO
service_role,public,quiz_questions,TRUNCATE,NO
service_role,public,quiz_questions,UPDATE,NO
anon,public,services,DELETE,NO
anon,public,services,INSERT,NO
anon,public,services,REFERENCES,NO
anon,public,services,SELECT,NO
anon,public,services,TRIGGER,NO
anon,public,services,TRUNCATE,NO
anon,public,services,UPDATE,NO
authenticated,public,services,DELETE,NO
authenticated,public,services,INSERT,NO
authenticated,public,services,REFERENCES,NO
authenticated,public,services,SELECT,NO
authenticated,public,services,TRIGGER,NO
authenticated,public,services,TRUNCATE,NO
authenticated,public,services,UPDATE,NO
postgres,public,services,DELETE,YES
postgres,public,services,INSERT,YES
postgres,public,services,REFERENCES,YES
postgres,public,services,SELECT,YES
postgres,public,services,TRIGGER,YES
postgres,public,services,TRUNCATE,YES
postgres,public,services,UPDATE,YES
service_role,public,services,DELETE,NO
service_role,public,services,INSERT,NO
service_role,public,services,REFERENCES,NO
service_role,public,services,SELECT,NO
service_role,public,services,TRIGGER,NO
service_role,public,services,TRUNCATE,NO
service_role,public,services,UPDATE,NO
anon,public,subscription_plans,DELETE,NO
anon,public,subscription_plans,INSERT,NO
anon,public,subscription_plans,REFERENCES,NO
anon,public,subscription_plans,SELECT,NO
anon,public,subscription_plans,TRIGGER,NO
anon,public,subscription_plans,TRUNCATE,NO
anon,public,subscription_plans,UPDATE,NO
authenticated,public,subscription_plans,DELETE,NO
authenticated,public,subscription_plans,INSERT,NO
authenticated,public,subscription_plans,REFERENCES,NO
authenticated,public,subscription_plans,SELECT,NO
authenticated,public,subscription_plans,TRIGGER,NO
authenticated,public,subscription_plans,TRUNCATE,NO
authenticated,public,subscription_plans,UPDATE,NO
postgres,public,subscription_plans,DELETE,YES
postgres,public,subscription_plans,INSERT,YES
postgres,public,subscription_plans,REFERENCES,YES
postgres,public,subscription_plans,SELECT,YES
postgres,public,subscription_plans,TRIGGER,YES
postgres,public,subscription_plans,TRUNCATE,YES
postgres,public,subscription_plans,UPDATE,YES
service_role,public,subscription_plans,DELETE,NO
service_role,public,subscription_plans,INSERT,NO
service_role,public,subscription_plans,REFERENCES,NO
service_role,public,subscription_plans,SELECT,NO
service_role,public,subscription_plans,TRIGGER,NO
service_role,public,subscription_plans,TRUNCATE,NO
service_role,public,subscription_plans,UPDATE,NO
anon,public,subscriptions,DELETE,NO
anon,public,subscriptions,INSERT,NO
anon,public,subscriptions,REFERENCES,NO
anon,public,subscriptions,SELECT,NO
anon,public,subscriptions,TRIGGER,NO
anon,public,subscriptions,TRUNCATE,NO
anon,public,subscriptions,UPDATE,NO
authenticated,public,subscriptions,DELETE,NO
authenticated,public,subscriptions,INSERT,NO
authenticated,public,subscriptions,REFERENCES,NO
authenticated,public,subscriptions,SELECT,NO
authenticated,public,subscriptions,TRIGGER,NO
authenticated,public,subscriptions,TRUNCATE,NO
authenticated,public,subscriptions,UPDATE,NO
postgres,public,subscriptions,DELETE,YES
postgres,public,subscriptions,INSERT,YES
postgres,public,subscriptions,REFERENCES,YES
postgres,public,subscriptions,SELECT,YES
postgres,public,subscriptions,TRIGGER,YES
postgres,public,subscriptions,TRUNCATE,YES
postgres,public,subscriptions,UPDATE,YES
service_role,public,subscriptions,DELETE,NO
service_role,public,subscriptions,INSERT,NO
service_role,public,subscriptions,REFERENCES,NO
service_role,public,subscriptions,SELECT,NO
service_role,public,subscriptions,TRIGGER,NO
service_role,public,subscriptions,TRUNCATE,NO
service_role,public,subscriptions,UPDATE,NO
anon,public,tarot_readings,DELETE,NO
anon,public,tarot_readings,INSERT,NO
anon,public,tarot_readings,REFERENCES,NO
anon,public,tarot_readings,SELECT,NO
anon,public,tarot_readings,TRIGGER,NO
anon,public,tarot_readings,TRUNCATE,NO
anon,public,tarot_readings,UPDATE,NO
authenticated,public,tarot_readings,DELETE,NO
authenticated,public,tarot_readings,INSERT,NO
authenticated,public,tarot_readings,REFERENCES,NO
authenticated,public,tarot_readings,SELECT,NO
authenticated,public,tarot_readings,TRIGGER,NO
authenticated,public,tarot_readings,TRUNCATE,NO
authenticated,public,tarot_readings,UPDATE,NO
postgres,public,tarot_readings,DELETE,YES
postgres,public,tarot_readings,INSERT,YES
postgres,public,tarot_readings,REFERENCES,YES
postgres,public,tarot_readings,SELECT,YES
postgres,public,tarot_readings,TRIGGER,YES
postgres,public,tarot_readings,TRUNCATE,YES
postgres,public,tarot_readings,UPDATE,YES
service_role,public,tarot_readings,DELETE,NO
service_role,public,tarot_readings,INSERT,NO
service_role,public,tarot_readings,REFERENCES,NO
service_role,public,tarot_readings,SELECT,NO
service_role,public,tarot_readings,TRIGGER,NO
service_role,public,tarot_readings,TRUNCATE,NO
service_role,public,tarot_readings,UPDATE,NO
anon,public,teacher_directory,DELETE,NO
anon,public,teacher_directory,INSERT,NO
anon,public,teacher_directory,REFERENCES,NO
anon,public,teacher_directory,SELECT,NO
anon,public,teacher_directory,TRIGGER,NO
anon,public,teacher_directory,TRUNCATE,NO
anon,public,teacher_directory,UPDATE,NO
authenticated,public,teacher_directory,DELETE,NO
authenticated,public,teacher_directory,INSERT,NO
authenticated,public,teacher_directory,REFERENCES,NO
authenticated,public,teacher_directory,SELECT,NO
authenticated,public,teacher_directory,TRIGGER,NO
authenticated,public,teacher_directory,TRUNCATE,NO
authenticated,public,teacher_directory,UPDATE,NO
postgres,public,teacher_directory,DELETE,YES
postgres,public,teacher_directory,INSERT,YES
postgres,public,teacher_directory,REFERENCES,YES
postgres,public,teacher_directory,SELECT,YES
postgres,public,teacher_directory,TRIGGER,YES
postgres,public,teacher_directory,TRUNCATE,YES
postgres,public,teacher_directory,UPDATE,YES
service_role,public,teacher_directory,DELETE,NO
service_role,public,teacher_directory,INSERT,NO
service_role,public,teacher_directory,REFERENCES,NO
service_role,public,teacher_directory,SELECT,NO
service_role,public,teacher_directory,TRIGGER,NO
service_role,public,teacher_directory,TRUNCATE,NO
service_role,public,teacher_directory,UPDATE,NO
anon,public,teacher_permissions,DELETE,NO
anon,public,teacher_permissions,INSERT,NO
anon,public,teacher_permissions,REFERENCES,NO
anon,public,teacher_permissions,SELECT,NO
anon,public,teacher_permissions,TRIGGER,NO
anon,public,teacher_permissions,TRUNCATE,NO
anon,public,teacher_permissions,UPDATE,NO
authenticated,public,teacher_permissions,DELETE,NO
authenticated,public,teacher_permissions,INSERT,NO
authenticated,public,teacher_permissions,REFERENCES,NO
authenticated,public,teacher_permissions,SELECT,NO
authenticated,public,teacher_permissions,TRIGGER,NO
authenticated,public,teacher_permissions,TRUNCATE,NO
authenticated,public,teacher_permissions,UPDATE,NO
postgres,public,teacher_permissions,DELETE,YES
postgres,public,teacher_permissions,INSERT,YES
postgres,public,teacher_permissions,REFERENCES,YES
postgres,public,teacher_permissions,SELECT,YES
postgres,public,teacher_permissions,TRIGGER,YES
postgres,public,teacher_permissions,TRUNCATE,YES
postgres,public,teacher_permissions,UPDATE,YES
service_role,public,teacher_permissions,DELETE,NO
service_role,public,teacher_permissions,INSERT,NO
service_role,public,teacher_permissions,REFERENCES,NO
service_role,public,teacher_permissions,SELECT,NO
service_role,public,teacher_permissions,TRIGGER,NO
service_role,public,teacher_permissions,TRUNCATE,NO
service_role,public,teacher_permissions,UPDATE,NO
anon,public,teacher_permissions_compat,DELETE,NO
anon,public,teacher_permissions_compat,INSERT,NO
anon,public,teacher_permissions_compat,REFERENCES,NO
anon,public,teacher_permissions_compat,SELECT,NO
anon,public,teacher_permissions_compat,TRIGGER,NO
anon,public,teacher_permissions_compat,TRUNCATE,NO
anon,public,teacher_permissions_compat,UPDATE,NO
authenticated,public,teacher_permissions_compat,DELETE,NO
authenticated,public,teacher_permissions_compat,INSERT,NO
authenticated,public,teacher_permissions_compat,REFERENCES,NO
authenticated,public,teacher_permissions_compat,SELECT,NO
authenticated,public,teacher_permissions_compat,TRIGGER,NO
authenticated,public,teacher_permissions_compat,TRUNCATE,NO
authenticated,public,teacher_permissions_compat,UPDATE,NO
postgres,public,teacher_permissions_compat,DELETE,YES
postgres,public,teacher_permissions_compat,INSERT,YES
postgres,public,teacher_permissions_compat,REFERENCES,YES
postgres,public,teacher_permissions_compat,SELECT,YES
postgres,public,teacher_permissions_compat,TRIGGER,YES
postgres,public,teacher_permissions_compat,TRUNCATE,YES
postgres,public,teacher_permissions_compat,UPDATE,YES
service_role,public,teacher_permissions_compat,DELETE,NO
service_role,public,teacher_permissions_compat,INSERT,NO
service_role,public,teacher_permissions_compat,REFERENCES,NO
service_role,public,teacher_permissions_compat,SELECT,NO
service_role,public,teacher_permissions_compat,TRIGGER,NO
service_role,public,teacher_permissions_compat,TRUNCATE,NO
service_role,public,teacher_permissions_compat,UPDATE,NO
anon,public,teacher_requests,DELETE,NO
anon,public,teacher_requests,INSERT,NO
anon,public,teacher_requests,REFERENCES,NO
anon,public,teacher_requests,SELECT,NO
anon,public,teacher_requests,TRIGGER,NO
anon,public,teacher_requests,TRUNCATE,NO
anon,public,teacher_requests,UPDATE,NO
authenticated,public,teacher_requests,DELETE,NO
authenticated,public,teacher_requests,INSERT,NO
authenticated,public,teacher_requests,REFERENCES,NO
authenticated,public,teacher_requests,SELECT,NO
authenticated,public,teacher_requests,TRIGGER,NO
authenticated,public,teacher_requests,TRUNCATE,NO
authenticated,public,teacher_requests,UPDATE,NO
postgres,public,teacher_requests,DELETE,YES
postgres,public,teacher_requests,INSERT,YES
postgres,public,teacher_requests,REFERENCES,YES
postgres,public,teacher_requests,SELECT,YES
postgres,public,teacher_requests,TRIGGER,YES
postgres,public,teacher_requests,TRUNCATE,YES
postgres,public,teacher_requests,UPDATE,YES
service_role,public,teacher_requests,DELETE,NO
service_role,public,teacher_requests,INSERT,NO
service_role,public,teacher_requests,REFERENCES,NO
service_role,public,teacher_requests,SELECT,NO
service_role,public,teacher_requests,TRIGGER,NO
service_role,public,teacher_requests,TRUNCATE,NO
service_role,public,teacher_requests,UPDATE,NO
anon,public,user_certifications,DELETE,NO
