grantee,table_schema,table_name,privilege_type,is_grantable
anon,public,user_certifications,INSERT,NO
anon,public,user_certifications,REFERENCES,NO
anon,public,user_certifications,SELECT,NO
anon,public,user_certifications,TRIGGER,NO
anon,public,user_certifications,TRUNCATE,NO
anon,public,user_certifications,UPDATE,NO
authenticated,public,user_certifications,DELETE,NO
authenticated,public,user_certifications,INSERT,NO
authenticated,public,user_certifications,REFERENCES,NO
authenticated,public,user_certifications,SELECT,NO
authenticated,public,user_certifications,TRIGGER,NO
authenticated,public,user_certifications,TRUNCATE,NO
authenticated,public,user_certifications,UPDATE,NO
postgres,public,user_certifications,DELETE,YES
postgres,public,user_certifications,INSERT,YES
postgres,public,user_certifications,REFERENCES,YES
postgres,public,user_certifications,SELECT,YES
postgres,public,user_certifications,TRIGGER,YES
postgres,public,user_certifications,TRUNCATE,YES
postgres,public,user_certifications,UPDATE,YES
service_role,public,user_certifications,DELETE,NO
service_role,public,user_certifications,INSERT,NO
service_role,public,user_certifications,REFERENCES,NO
service_role,public,user_certifications,SELECT,NO
service_role,public,user_certifications,TRIGGER,NO
service_role,public,user_certifications,TRUNCATE,NO
service_role,public,user_certifications,UPDATE,NO
anon,public,user_roles,DELETE,NO
anon,public,user_roles,INSERT,NO
anon,public,user_roles,REFERENCES,NO
anon,public,user_roles,SELECT,NO
anon,public,user_roles,TRIGGER,NO
anon,public,user_roles,TRUNCATE,NO
anon,public,user_roles,UPDATE,NO
authenticated,public,user_roles,DELETE,NO
authenticated,public,user_roles,INSERT,NO
authenticated,public,user_roles,REFERENCES,NO
authenticated,public,user_roles,SELECT,NO
authenticated,public,user_roles,TRIGGER,NO
authenticated,public,user_roles,TRUNCATE,NO
authenticated,public,user_roles,UPDATE,NO
postgres,public,user_roles,DELETE,YES
postgres,public,user_roles,INSERT,YES
postgres,public,user_roles,REFERENCES,YES
postgres,public,user_roles,SELECT,YES
postgres,public,user_roles,TRIGGER,YES
postgres,public,user_roles,TRUNCATE,YES
postgres,public,user_roles,UPDATE,YES
service_role,public,user_roles,DELETE,NO
service_role,public,user_roles,INSERT,NO
service_role,public,user_roles,REFERENCES,NO
service_role,public,user_roles,SELECT,NO
service_role,public,user_roles,TRIGGER,NO
service_role,public,user_roles,TRUNCATE,NO
service_role,public,user_roles,UPDATE,NO
anon,realtime,messages,INSERT,NO
anon,realtime,messages,SELECT,NO
anon,realtime,messages,UPDATE,NO
authenticated,realtime,messages,INSERT,NO
authenticated,realtime,messages,SELECT,NO
authenticated,realtime,messages,UPDATE,NO
dashboard_user,realtime,messages,DELETE,NO
dashboard_user,realtime,messages,INSERT,NO
dashboard_user,realtime,messages,REFERENCES,NO
dashboard_user,realtime,messages,SELECT,NO
dashboard_user,realtime,messages,TRIGGER,NO
dashboard_user,realtime,messages,TRUNCATE,NO
dashboard_user,realtime,messages,UPDATE,NO
postgres,realtime,messages,DELETE,YES
postgres,realtime,messages,INSERT,YES
postgres,realtime,messages,REFERENCES,YES
postgres,realtime,messages,SELECT,YES
postgres,realtime,messages,TRIGGER,YES
postgres,realtime,messages,TRUNCATE,YES
postgres,realtime,messages,UPDATE,YES
service_role,realtime,messages,INSERT,NO
service_role,realtime,messages,SELECT,NO
service_role,realtime,messages,UPDATE,NO
supabase_realtime_admin,realtime,messages,DELETE,YES
supabase_realtime_admin,realtime,messages,INSERT,YES
supabase_realtime_admin,realtime,messages,REFERENCES,YES
supabase_realtime_admin,realtime,messages,SELECT,YES
supabase_realtime_admin,realtime,messages,TRIGGER,YES
supabase_realtime_admin,realtime,messages,TRUNCATE,YES
supabase_realtime_admin,realtime,messages,UPDATE,YES
anon,realtime,schema_migrations,SELECT,NO
authenticated,realtime,schema_migrations,SELECT,NO
postgres,realtime,schema_migrations,DELETE,NO
postgres,realtime,schema_migrations,INSERT,NO
postgres,realtime,schema_migrations,REFERENCES,NO
postgres,realtime,schema_migrations,SELECT,NO
postgres,realtime,schema_migrations,TRIGGER,NO
postgres,realtime,schema_migrations,TRUNCATE,NO
postgres,realtime,schema_migrations,UPDATE,NO
service_role,realtime,schema_migrations,SELECT,NO
supabase_realtime_admin,realtime,schema_migrations,DELETE,NO
supabase_realtime_admin,realtime,schema_migrations,INSERT,NO
supabase_realtime_admin,realtime,schema_migrations,REFERENCES,NO
supabase_realtime_admin,realtime,schema_migrations,SELECT,NO
supabase_realtime_admin,realtime,schema_migrations,TRIGGER,NO
supabase_realtime_admin,realtime,schema_migrations,TRUNCATE,NO
supabase_realtime_admin,realtime,schema_migrations,UPDATE,NO
anon,realtime,subscription,SELECT,NO
authenticated,realtime,subscription,SELECT,NO
postgres,realtime,subscription,DELETE,NO
postgres,realtime,subscription,INSERT,NO
postgres,realtime,subscription,REFERENCES,NO
postgres,realtime,subscription,SELECT,NO
postgres,realtime,subscription,TRIGGER,NO
postgres,realtime,subscription,TRUNCATE,NO
postgres,realtime,subscription,UPDATE,NO
service_role,realtime,subscription,SELECT,NO
supabase_realtime_admin,realtime,subscription,DELETE,NO
supabase_realtime_admin,realtime,subscription,INSERT,NO
supabase_realtime_admin,realtime,subscription,REFERENCES,NO
supabase_realtime_admin,realtime,subscription,SELECT,NO
supabase_realtime_admin,realtime,subscription,TRIGGER,NO
supabase_realtime_admin,realtime,subscription,TRUNCATE,NO
supabase_realtime_admin,realtime,subscription,UPDATE,NO
anon,storage,buckets,DELETE,NO
anon,storage,buckets,INSERT,NO
anon,storage,buckets,REFERENCES,NO
anon,storage,buckets,SELECT,NO
anon,storage,buckets,TRIGGER,NO
anon,storage,buckets,TRUNCATE,NO
anon,storage,buckets,UPDATE,NO
authenticated,storage,buckets,DELETE,NO
authenticated,storage,buckets,INSERT,NO
authenticated,storage,buckets,REFERENCES,NO
authenticated,storage,buckets,SELECT,NO
authenticated,storage,buckets,TRIGGER,NO
authenticated,storage,buckets,TRUNCATE,NO
authenticated,storage,buckets,UPDATE,NO
postgres,storage,buckets,DELETE,YES
postgres,storage,buckets,INSERT,YES
postgres,storage,buckets,REFERENCES,YES
postgres,storage,buckets,SELECT,YES
postgres,storage,buckets,TRIGGER,YES
postgres,storage,buckets,TRUNCATE,YES
postgres,storage,buckets,UPDATE,YES
service_role,storage,buckets,DELETE,NO
service_role,storage,buckets,INSERT,NO
service_role,storage,buckets,REFERENCES,NO
service_role,storage,buckets,SELECT,NO
service_role,storage,buckets,TRIGGER,NO
service_role,storage,buckets,TRUNCATE,NO
service_role,storage,buckets,UPDATE,NO
anon,storage,buckets_analytics,DELETE,NO
anon,storage,buckets_analytics,INSERT,NO
anon,storage,buckets_analytics,REFERENCES,NO
anon,storage,buckets_analytics,SELECT,NO
anon,storage,buckets_analytics,TRIGGER,NO
anon,storage,buckets_analytics,TRUNCATE,NO
anon,storage,buckets_analytics,UPDATE,NO
authenticated,storage,buckets_analytics,DELETE,NO
authenticated,storage,buckets_analytics,INSERT,NO
authenticated,storage,buckets_analytics,REFERENCES,NO
authenticated,storage,buckets_analytics,SELECT,NO
authenticated,storage,buckets_analytics,TRIGGER,NO
authenticated,storage,buckets_analytics,TRUNCATE,NO
authenticated,storage,buckets_analytics,UPDATE,NO
service_role,storage,buckets_analytics,DELETE,NO
service_role,storage,buckets_analytics,INSERT,NO
service_role,storage,buckets_analytics,REFERENCES,NO
service_role,storage,buckets_analytics,SELECT,NO
service_role,storage,buckets_analytics,TRIGGER,NO
service_role,storage,buckets_analytics,TRUNCATE,NO
service_role,storage,buckets_analytics,UPDATE,NO
anon,storage,objects,DELETE,NO
anon,storage,objects,INSERT,NO
anon,storage,objects,REFERENCES,NO
anon,storage,objects,SELECT,NO
anon,storage,objects,TRIGGER,NO
anon,storage,objects,TRUNCATE,NO
anon,storage,objects,UPDATE,NO
authenticated,storage,objects,DELETE,NO
authenticated,storage,objects,INSERT,NO
authenticated,storage,objects,REFERENCES,NO
authenticated,storage,objects,SELECT,NO
authenticated,storage,objects,TRIGGER,NO
authenticated,storage,objects,TRUNCATE,NO
authenticated,storage,objects,UPDATE,NO
postgres,storage,objects,DELETE,YES
postgres,storage,objects,INSERT,YES
postgres,storage,objects,REFERENCES,YES
postgres,storage,objects,SELECT,YES
postgres,storage,objects,TRIGGER,YES
postgres,storage,objects,TRUNCATE,YES
postgres,storage,objects,UPDATE,YES
service_role,storage,objects,DELETE,NO
service_role,storage,objects,INSERT,NO
service_role,storage,objects,REFERENCES,NO
service_role,storage,objects,SELECT,NO
service_role,storage,objects,TRIGGER,NO
service_role,storage,objects,TRUNCATE,NO
service_role,storage,objects,UPDATE,NO
anon,storage,prefixes,DELETE,NO
anon,storage,prefixes,INSERT,NO
anon,storage,prefixes,REFERENCES,NO
anon,storage,prefixes,SELECT,NO
anon,storage,prefixes,TRIGGER,NO
anon,storage,prefixes,TRUNCATE,NO
anon,storage,prefixes,UPDATE,NO
authenticated,storage,prefixes,DELETE,NO
authenticated,storage,prefixes,INSERT,NO
authenticated,storage,prefixes,REFERENCES,NO
authenticated,storage,prefixes,SELECT,NO
authenticated,storage,prefixes,TRIGGER,NO
authenticated,storage,prefixes,TRUNCATE,NO
authenticated,storage,prefixes,UPDATE,NO
service_role,storage,prefixes,DELETE,NO
service_role,storage,prefixes,INSERT,NO
service_role,storage,prefixes,REFERENCES,NO
service_role,storage,prefixes,SELECT,NO
service_role,storage,prefixes,TRIGGER,NO
service_role,storage,prefixes,TRUNCATE,NO
service_role,storage,prefixes,UPDATE,NO
anon,storage,s3_multipart_uploads,SELECT,NO
authenticated,storage,s3_multipart_uploads,SELECT,NO
service_role,storage,s3_multipart_uploads,DELETE,NO
service_role,storage,s3_multipart_uploads,INSERT,NO
service_role,storage,s3_multipart_uploads,REFERENCES,NO
service_role,storage,s3_multipart_uploads,SELECT,NO
service_role,storage,s3_multipart_uploads,TRIGGER,NO
service_role,storage,s3_multipart_uploads,TRUNCATE,NO
service_role,storage,s3_multipart_uploads,UPDATE,NO
anon,storage,s3_multipart_uploads_parts,SELECT,NO
authenticated,storage,s3_multipart_uploads_parts,SELECT,NO
service_role,storage,s3_multipart_uploads_parts,DELETE,NO
service_role,storage,s3_multipart_uploads_parts,INSERT,NO
service_role,storage,s3_multipart_uploads_parts,REFERENCES,NO
service_role,storage,s3_multipart_uploads_parts,SELECT,NO
service_role,storage,s3_multipart_uploads_parts,TRIGGER,NO
service_role,storage,s3_multipart_uploads_parts,TRUNCATE,NO
service_role,storage,s3_multipart_uploads_parts,UPDATE,NO
postgres,supabase_migrations,schema_migrations,DELETE,YES
postgres,supabase_migrations,schema_migrations,INSERT,YES
postgres,supabase_migrations,schema_migrations,REFERENCES,YES
postgres,supabase_migrations,schema_migrations,SELECT,YES
postgres,supabase_migrations,schema_migrations,TRIGGER,YES
postgres,supabase_migrations,schema_migrations,TRUNCATE,YES
postgres,supabase_migrations,schema_migrations,UPDATE,YES
postgres,supabase_migrations,seed_files,DELETE,YES
postgres,supabase_migrations,seed_files,INSERT,YES
postgres,supabase_migrations,seed_files,REFERENCES,YES
postgres,supabase_migrations,seed_files,SELECT,YES
postgres,supabase_migrations,seed_files,TRIGGER,YES
postgres,supabase_migrations,seed_files,TRUNCATE,YES
postgres,supabase_migrations,seed_files,UPDATE,YES
postgres,vault,decrypted_secrets,DELETE,YES
postgres,vault,decrypted_secrets,REFERENCES,YES
postgres,vault,decrypted_secrets,SELECT,YES
postgres,vault,decrypted_secrets,TRUNCATE,YES
service_role,vault,decrypted_secrets,DELETE,NO
service_role,vault,decrypted_secrets,SELECT,NO
postgres,vault,secrets,DELETE,YES
postgres,vault,secrets,REFERENCES,YES
postgres,vault,secrets,SELECT,YES
postgres,vault,secrets,TRUNCATE,YES
service_role,vault,secrets,DELETE,NO
service_role,vault,secrets,SELECT,NO
